Variable	Table	SourceTermID	SourceTerm	MappedTermLabel	MappedTermCURIE	MappedTermIRI	MappingScore	Ontology
AUD148	AUQ_G	AUD148-AUQ_G	Hearing aid or Cochlear implant	cochlear implant	EFO:0009728	http://www.ebi.ac.uk/efo/EFO_0009728	0.805	EFO
AUD148	AUQ_I	AUD148-AUQ_I	Hearing aid or Cochlear implant	cochlear implant	EFO:0009728	http://www.ebi.ac.uk/efo/EFO_0009728	0.805	EFO
AUDLOABC	AUX_B	AUDLOABC-AUX_B	Comment:Other Ear Exam Abnormality Left	Abnormality	NCIT:C9440	http://purl.obolibrary.org/obo/NCIT_C9440	0.727	NCIT
AUDLOABC	AUX_C	AUDLOABC-AUX_C	Comment:Other Ear Exam Abnormality Left	Abnormality	NCIT:C9440	http://purl.obolibrary.org/obo/NCIT_C9440	0.727	NCIT
AUDLOABC	AUX_D	AUDLOABC-AUX_D	Comment Other Ear Exam Abnormality Left	Abnormality	NCIT:C9440	http://purl.obolibrary.org/obo/NCIT_C9440	0.727	NCIT
AUDLOABC	AUX1	AUDLOABC-AUX1	Comment:Other Ear Exam Abnormality Left	Abnormality	NCIT:C9440	http://purl.obolibrary.org/obo/NCIT_C9440	0.727	NCIT
AUDROABC	AUX_B	AUDROABC-AUX_B	Comment Other Ear Exam Abnormality Right	Abnormality	NCIT:C9440	http://purl.obolibrary.org/obo/NCIT_C9440	0.724	NCIT
AUDROABC	AUX_C	AUDROABC-AUX_C	Comment Other Ear Exam Abnormality Right	Abnormality	NCIT:C9440	http://purl.obolibrary.org/obo/NCIT_C9440	0.724	NCIT
AUDROABC	AUX_D	AUDROABC-AUX_D	Comment Other Ear Exam Abnormality Right	Abnormality	NCIT:C9440	http://purl.obolibrary.org/obo/NCIT_C9440	0.724	NCIT
AUDROABC	AUX1	AUDROABC-AUX1	Comment Other Ear Exam Abnormality Right	Abnormality	NCIT:C9440	http://purl.obolibrary.org/obo/NCIT_C9440	0.724	NCIT
AUQ020B	AUX_B	AUQ020B-AUX_B	Sinus Problem 	Bothered by Sinus Problems	NCIT:C168704	http://purl.obolibrary.org/obo/NCIT_C168704	0.824	NCIT
AUQ020B	AUX_C	AUQ020B-AUX_C	Sinus Problem 	Bothered by Sinus Problems	NCIT:C168704	http://purl.obolibrary.org/obo/NCIT_C168704	0.824	NCIT
AUQ020B	AUX_D	AUQ020B-AUX_D	Sinus Problem 	Bothered by Sinus Problems	NCIT:C168704	http://purl.obolibrary.org/obo/NCIT_C168704	0.824	NCIT
AUQ020B	AUX_E	AUQ020B-AUX_E	Sinus Problem 	Bothered by Sinus Problems	NCIT:C168704	http://purl.obolibrary.org/obo/NCIT_C168704	0.824	NCIT
AUQ020B	AUX_F	AUQ020B-AUX_F	Sinus Problem 	Bothered by Sinus Problems	NCIT:C168704	http://purl.obolibrary.org/obo/NCIT_C168704	0.824	NCIT
AUQ020B	AUX_G	AUQ020B-AUX_G	Sinus Problem 	Bothered by Sinus Problems	NCIT:C168704	http://purl.obolibrary.org/obo/NCIT_C168704	0.824	NCIT
AUQ020B	AUX_I	AUQ020B-AUX_I	Sinus Problem 	Bothered by Sinus Problems	NCIT:C168704	http://purl.obolibrary.org/obo/NCIT_C168704	0.824	NCIT
AUQ020B	AUX_J	AUQ020B-AUX_J	Sinus Problem 	Bothered by Sinus Problems	NCIT:C168704	http://purl.obolibrary.org/obo/NCIT_C168704	0.824	NCIT
AUQ020B	AUX1	AUQ020B-AUX1	Sinus Problem 	Bothered by Sinus Problems	NCIT:C168704	http://purl.obolibrary.org/obo/NCIT_C168704	0.824	NCIT
AUQ020B	P_AUX	AUQ020B-P_AUX	Sinus Problem 	Bothered by Sinus Problems	NCIT:C168704	http://purl.obolibrary.org/obo/NCIT_C168704	0.824	NCIT
AUQ020C	AUX_B	AUQ020C-AUX_B	Earache Last 24 Hours Right	Past 24 Hours	NCIT:C118250	http://purl.obolibrary.org/obo/NCIT_C118250	0.716	NCIT
AUQ020C	AUX_C	AUQ020C-AUX_C	Earache Last 24 Hours Right	Past 24 Hours	NCIT:C118250	http://purl.obolibrary.org/obo/NCIT_C118250	0.716	NCIT
AUQ020C	AUX_D	AUQ020C-AUX_D	Earache Last 24 Hours Right	Past 24 Hours	NCIT:C118250	http://purl.obolibrary.org/obo/NCIT_C118250	0.716	NCIT
AUQ020C	AUX_E	AUQ020C-AUX_E	Earache Last 24 Hours Right	Past 24 Hours	NCIT:C118250	http://purl.obolibrary.org/obo/NCIT_C118250	0.716	NCIT
AUQ020C	AUX_F	AUQ020C-AUX_F	Earache Last 24 Hours Right	Past 24 Hours	NCIT:C118250	http://purl.obolibrary.org/obo/NCIT_C118250	0.716	NCIT
AUQ020C	AUX_G	AUQ020C-AUX_G	Earache Last 24 Hours Right	Past 24 Hours	NCIT:C118250	http://purl.obolibrary.org/obo/NCIT_C118250	0.716	NCIT
AUQ020C	AUX_I	AUQ020C-AUX_I	Earache Last 24 Hours Right	Past 24 Hours	NCIT:C118250	http://purl.obolibrary.org/obo/NCIT_C118250	0.716	NCIT
AUQ020C	AUX_J	AUQ020C-AUX_J	Earache Last 24 Hours Right	Past 24 Hours	NCIT:C118250	http://purl.obolibrary.org/obo/NCIT_C118250	0.716	NCIT
AUQ020C	AUX1	AUQ020C-AUX1	Earache Last 24 Hours Right	Past 24 Hours	NCIT:C118250	http://purl.obolibrary.org/obo/NCIT_C118250	0.716	NCIT
AUQ020C	P_AUX	AUQ020C-P_AUX	Earache Last 24 Hours Right	Past 24 Hours	NCIT:C118250	http://purl.obolibrary.org/obo/NCIT_C118250	0.716	NCIT
AUQ020D	AUX_B	AUQ020D-AUX_B	Earache Last 24 Hours Left	Past 24 Hours	NCIT:C118250	http://purl.obolibrary.org/obo/NCIT_C118250	0.721	NCIT
AUQ020D	AUX_C	AUQ020D-AUX_C	Earache Last 24 Hours Left	Past 24 Hours	NCIT:C118250	http://purl.obolibrary.org/obo/NCIT_C118250	0.721	NCIT
AUQ020D	AUX_D	AUQ020D-AUX_D	Earache Last 24 Hours Left	Past 24 Hours	NCIT:C118250	http://purl.obolibrary.org/obo/NCIT_C118250	0.721	NCIT
AUQ020D	AUX_E	AUQ020D-AUX_E	Earache Last 24 Hours Left	Past 24 Hours	NCIT:C118250	http://purl.obolibrary.org/obo/NCIT_C118250	0.721	NCIT
AUQ020D	AUX_F	AUQ020D-AUX_F	Earache Last 24 Hours Left	Past 24 Hours	NCIT:C118250	http://purl.obolibrary.org/obo/NCIT_C118250	0.721	NCIT
AUQ020D	AUX_G	AUQ020D-AUX_G	Earache Last 24 Hours Left	Past 24 Hours	NCIT:C118250	http://purl.obolibrary.org/obo/NCIT_C118250	0.721	NCIT
AUQ020D	AUX_I	AUQ020D-AUX_I	Earache Last 24 Hours Left	Past 24 Hours	NCIT:C118250	http://purl.obolibrary.org/obo/NCIT_C118250	0.721	NCIT
AUQ020D	AUX_J	AUQ020D-AUX_J	Earache Last 24 Hours Left	Past 24 Hours	NCIT:C118250	http://purl.obolibrary.org/obo/NCIT_C118250	0.721	NCIT
AUQ020D	AUX1	AUQ020D-AUX1	Earache Last 24 Hours Left	Past 24 Hours	NCIT:C118250	http://purl.obolibrary.org/obo/NCIT_C118250	0.721	NCIT
AUQ020D	P_AUX	AUQ020D-P_AUX	Earache Last 24 Hours Left	Past 24 Hours	NCIT:C118250	http://purl.obolibrary.org/obo/NCIT_C118250	0.721	NCIT
AUQ110	AUQ_J	AUQ110-AUQ_J	Hearing causes frustration when talking	Hearing Problem Causes Frustration When Talking with Family	NCIT:C113471	http://purl.obolibrary.org/obo/NCIT_C113471	0.833	NCIT
AUQ110	P_AUQ	AUQ110-P_AUQ	Hearing causes frustration when talking	Hearing Problem Causes Frustration When Talking with Family	NCIT:C113471	http://purl.obolibrary.org/obo/NCIT_C113471	0.833	NCIT
AUQ110	AUQ_G	AUQ110-AUQ_G	Hearing cause frustration when talking	Hearing Problem Causes Frustration When Talking with Family	NCIT:C113471	http://purl.obolibrary.org/obo/NCIT_C113471	0.8	NCIT
AUQ110	AUQ_I	AUQ110-AUQ_I	Hearing cause frustration when talking	Hearing Problem Causes Frustration When Talking with Family	NCIT:C113471	http://purl.obolibrary.org/obo/NCIT_C113471	0.8	NCIT
AUQ136	AUQ_D	AUQ136-AUQ_D	3 or more ear infections?	Ear Infection	NCIT:C27193	http://purl.obolibrary.org/obo/NCIT_C27193	0.793	NCIT
AUQ136	AUQ_E	AUQ136-AUQ_E	3 or more ear infections?	Ear Infection	NCIT:C27193	http://purl.obolibrary.org/obo/NCIT_C27193	0.793	NCIT
AUQ136	AUQ_F	AUQ136-AUQ_F	3 or more ear infections?	Ear Infection	NCIT:C27193	http://purl.obolibrary.org/obo/NCIT_C27193	0.793	NCIT
AUQ136	AUQ_G	AUQ136-AUQ_G	3 or more ear infections?	Ear Infection	NCIT:C27193	http://purl.obolibrary.org/obo/NCIT_C27193	0.793	NCIT
AUQ136	AUQ_I	AUQ136-AUQ_I	3 or more ear infections?	Ear Infection	NCIT:C27193	http://purl.obolibrary.org/obo/NCIT_C27193	0.793	NCIT
AUQ136	CSQ_H	AUQ136-CSQ_H	3 or more ear infections?	Ear Infection	NCIT:C27193	http://purl.obolibrary.org/obo/NCIT_C27193	0.793	NCIT
AUQ144	AUQ_G	AUQ144-AUQ_G	Last time hearing tested by specialist	Specialist Physician	NCIT:C73456	http://purl.obolibrary.org/obo/NCIT_C73456	0.711	NCIT
AUQ144	AUQ_I	AUQ144-AUQ_I	Last time hearing tested by specialist	Specialist Physician	NCIT:C73456	http://purl.obolibrary.org/obo/NCIT_C73456	0.711	NCIT
AUQ144	AUQ_J	AUQ144-AUQ_J	Last time hearing tested by specialist	Specialist Physician	NCIT:C73456	http://purl.obolibrary.org/obo/NCIT_C73456	0.711	NCIT
AUQ144	P_AUQ	AUQ144-P_AUQ	Last time hearing tested by specialist	Specialist Physician	NCIT:C73456	http://purl.obolibrary.org/obo/NCIT_C73456	0.711	NCIT
AUQ149A	AUQ_J	AUQ149A-AUQ_J	Now use a hearing aid	Hearing Aid	NCIT:C183182	http://purl.obolibrary.org/obo/NCIT_C183182	0.758	NCIT
AUQ149A	P_AUQ	AUQ149A-P_AUQ	Now use a hearing aid	Hearing Aid	NCIT:C183182	http://purl.obolibrary.org/obo/NCIT_C183182	0.758	NCIT
AUQ149C	AUQ_J	AUQ149C-AUQ_J	Now have a cochlear implant	cochlear implant	EFO:0009728	http://www.ebi.ac.uk/efo/EFO_0009728	0.799	EFO
AUQ149C	P_AUQ	AUQ149C-P_AUQ	Now have a cochlear implant	cochlear implant	EFO:0009728	http://www.ebi.ac.uk/efo/EFO_0009728	0.799	EFO
AUQ154	AUQ_G	AUQ154-AUQ_G	Ever used assistive listening devices	Assistive Device	NCIT:C93300	http://purl.obolibrary.org/obo/NCIT_C93300	0.778	NCIT
AUQ154	AUQ_I	AUQ154-AUQ_I	Ever used assistive listening devices	Assistive Device	NCIT:C93300	http://purl.obolibrary.org/obo/NCIT_C93300	0.778	NCIT
AUQ156	AUQ_J	AUQ156-AUQ_J	Ever used assistive listening devices	Assistive Device	NCIT:C93300	http://purl.obolibrary.org/obo/NCIT_C93300	0.778	NCIT
AUQ156	P_AUQ	AUQ156-P_AUQ	Ever used assistive listening devices	Assistive Device	NCIT:C93300	http://purl.obolibrary.org/obo/NCIT_C93300	0.778	NCIT
AUQ160	AUQ	AUQ160-AUQ	Now wearing a hearing aid	Hearing Aid	NCIT:C183182	http://purl.obolibrary.org/obo/NCIT_C183182	0.809	NCIT
AUQ160	AUQ_B	AUQ160-AUQ_B	Now wearing a hearing aid	Hearing Aid	NCIT:C183182	http://purl.obolibrary.org/obo/NCIT_C183182	0.809	NCIT
AUQ160	AUQ_C	AUQ160-AUQ_C	Now wearing a hearing aid	Hearing Aid	NCIT:C183182	http://purl.obolibrary.org/obo/NCIT_C183182	0.809	NCIT
AUQ185	AUQ_D	AUQ185-AUQ_D	Ever used assistive listening devices	Assistive Device	NCIT:C93300	http://purl.obolibrary.org/obo/NCIT_C93300	0.778	NCIT
AUQ185	AUQ_E	AUQ185-AUQ_E	Ever used assistive listening devices	Assistive Device	NCIT:C93300	http://purl.obolibrary.org/obo/NCIT_C93300	0.778	NCIT
AUQ185	AUQ_F	AUQ185-AUQ_F	Ever used assistive listening devices	Assistive Device	NCIT:C93300	http://purl.obolibrary.org/obo/NCIT_C93300	0.778	NCIT
AUQ190	AUQ	AUQ190-AUQ	Ears ringing roaring buzzing past year	Get Ringing or Buzzing in Ears	NCIT:C111626	http://purl.obolibrary.org/obo/NCIT_C111626	0.764	NCIT
AUQ190	AUQ_B	AUQ190-AUQ_B	Ears ringing roaring buzzing past year	Get Ringing or Buzzing in Ears	NCIT:C111626	http://purl.obolibrary.org/obo/NCIT_C111626	0.764	NCIT
AUQ190	AUQ_C	AUQ190-AUQ_C	Ears ringing roaring buzzing past year	Get Ringing or Buzzing in Ears	NCIT:C111626	http://purl.obolibrary.org/obo/NCIT_C111626	0.764	NCIT
AUQ191	AUQ_J	AUQ191-AUQ_J	Ears ringing buzzing past year	Get Ringing or Buzzing in Ears	NCIT:C111626	http://purl.obolibrary.org/obo/NCIT_C111626	0.845	NCIT
AUQ191	P_AUQ	AUQ191-P_AUQ	Ears ringing buzzing past year	Get Ringing or Buzzing in Ears	NCIT:C111626	http://purl.obolibrary.org/obo/NCIT_C111626	0.845	NCIT
AUQ191	AUQ_D	AUQ191-AUQ_D	Ears ringing roaring buzzing past year	Get Ringing or Buzzing in Ears	NCIT:C111626	http://purl.obolibrary.org/obo/NCIT_C111626	0.764	NCIT
AUQ191	AUQ_E	AUQ191-AUQ_E	Ears ringing roaring buzzing past year	Get Ringing or Buzzing in Ears	NCIT:C111626	http://purl.obolibrary.org/obo/NCIT_C111626	0.764	NCIT
AUQ191	AUQ_F	AUQ191-AUQ_F	Ears ringing roaring buzzing past year	Get Ringing or Buzzing in Ears	NCIT:C111626	http://purl.obolibrary.org/obo/NCIT_C111626	0.764	NCIT
AUQ191	AUQ_G	AUQ191-AUQ_G	Ears ringing roaring buzzing past year	Get Ringing or Buzzing in Ears	NCIT:C111626	http://purl.obolibrary.org/obo/NCIT_C111626	0.764	NCIT
AUQ191	AUQ_I	AUQ191-AUQ_I	Ears ringing roaring buzzing past year	Get Ringing or Buzzing in Ears	NCIT:C111626	http://purl.obolibrary.org/obo/NCIT_C111626	0.764	NCIT
AUQ200	AUQ	AUQ200-AUQ	ringing roaring buzzing	Get Ringing or Buzzing in Ears	NCIT:C111626	http://purl.obolibrary.org/obo/NCIT_C111626	0.722	NCIT
AUQ200	AUQ_B	AUQ200-AUQ_B	ringing roaring buzzing	Get Ringing or Buzzing in Ears	NCIT:C111626	http://purl.obolibrary.org/obo/NCIT_C111626	0.722	NCIT
AUQ200	AUQ_C	AUQ200-AUQ_C	ringing roaring buzzing	Get Ringing or Buzzing in Ears	NCIT:C111626	http://purl.obolibrary.org/obo/NCIT_C111626	0.722	NCIT
AUQ231	AUQ_F	AUQ231-AUQ_F	non-job exposure to loud noise?	Encounter due to Exposure to Noise	NCIT:C183407	http://purl.obolibrary.org/obo/NCIT_C183407	0.738	NCIT
AUQ280	AUQ_D	AUQ280-AUQ_D	How much of a problem is ringing	How Much is Thinking a Problem	NCIT:C185511	http://purl.obolibrary.org/obo/NCIT_C185511	0.734	NCIT
AUQ280	AUQ_E	AUQ280-AUQ_E	How much of a problem is ringing	How Much is Thinking a Problem	NCIT:C185511	http://purl.obolibrary.org/obo/NCIT_C185511	0.734	NCIT
AUQ280	AUQ_F	AUQ280-AUQ_F	How much of a problem is ringing	How Much is Thinking a Problem	NCIT:C185511	http://purl.obolibrary.org/obo/NCIT_C185511	0.734	NCIT
AUQ280	AUQ_G	AUQ280-AUQ_G	How much of a problem is ringing	How Much is Thinking a Problem	NCIT:C185511	http://purl.obolibrary.org/obo/NCIT_C185511	0.734	NCIT
AUQ280	AUQ_I	AUQ280-AUQ_I	How much of a problem is ringing	How Much is Thinking a Problem	NCIT:C185511	http://purl.obolibrary.org/obo/NCIT_C185511	0.734	NCIT
AUQ280	AUQ_J	AUQ280-AUQ_J	How much of a problem is ringing	How Much is Thinking a Problem	NCIT:C185511	http://purl.obolibrary.org/obo/NCIT_C185511	0.734	NCIT
AUQ280	P_AUQ	AUQ280-P_AUQ	How much of a problem is ringing	How Much is Thinking a Problem	NCIT:C185511	http://purl.obolibrary.org/obo/NCIT_C185511	0.734	NCIT
AUQ290	AUQ_D	AUQ290-AUQ_D	job exposure to loud noise?	Encounter due to Exposure to Noise	NCIT:C183407	http://purl.obolibrary.org/obo/NCIT_C183407	0.761	NCIT
AUQ290	AUQ_E	AUQ290-AUQ_E	job exposure to loud noise?	Encounter due to Exposure to Noise	NCIT:C183407	http://purl.obolibrary.org/obo/NCIT_C183407	0.761	NCIT
AUQ290	AUQ_F	AUQ290-AUQ_F	job exposure to loud noise?	Encounter due to Exposure to Noise	NCIT:C183407	http://purl.obolibrary.org/obo/NCIT_C183407	0.761	NCIT
AUQ330	AUQ_J	AUQ330-AUQ_J	job exposure to loud noise?	Encounter due to Exposure to Noise	NCIT:C183407	http://purl.obolibrary.org/obo/NCIT_C183407	0.761	NCIT
AUQ330	P_AUQ	AUQ330-P_AUQ	job exposure to loud noise?	Encounter due to Exposure to Noise	NCIT:C183407	http://purl.obolibrary.org/obo/NCIT_C183407	0.761	NCIT
AUQ330	AUQ_G	AUQ330-AUQ_G	a job exposure to loud noise?	Encounter due to Exposure to Noise	NCIT:C183407	http://purl.obolibrary.org/obo/NCIT_C183407	0.749	NCIT
AUQ331	AUQ_I	AUQ331-AUQ_I	a job exposure to loud noise?	Encounter due to Exposure to Noise	NCIT:C183407	http://purl.obolibrary.org/obo/NCIT_C183407	0.749	NCIT
AUQ370	AUQ_G	AUQ370-AUQ_G	off-work exposure to loud noise	Encounter due to Exposure to Noise	NCIT:C183407	http://purl.obolibrary.org/obo/NCIT_C183407	0.714	NCIT
AUQ370	AUQ_I	AUQ370-AUQ_I	off-work exposure to loud noise	Encounter due to Exposure to Noise	NCIT:C183407	http://purl.obolibrary.org/obo/NCIT_C183407	0.714	NCIT
AUQ370	AUQ_J	AUQ370-AUQ_J	off-work exposure to loud noise	Encounter due to Exposure to Noise	NCIT:C183407	http://purl.obolibrary.org/obo/NCIT_C183407	0.714	NCIT
AUQ370	P_AUQ	AUQ370-P_AUQ	off-work exposure to loud noise	Encounter due to Exposure to Noise	NCIT:C183407	http://purl.obolibrary.org/obo/NCIT_C183407	0.714	NCIT
AUQ410I	AUQ_J	AUQ410I-AUQ_J	Cause of hearing loss-Aging	hearing loss	EFO:0004238	http://www.ebi.ac.uk/efo/EFO_0004238	0.741	EFO
AUQ410I	P_AUQ	AUQ410I-P_AUQ	Cause of hearing loss-Aging	hearing loss	EFO:0004238	http://www.ebi.ac.uk/efo/EFO_0004238	0.741	EFO
AUQ420	AUQ_J	AUQ420-AUQ_J	ear infections or earaches?	Ear Infection	NCIT:C27193	http://purl.obolibrary.org/obo/NCIT_C27193	0.731	NCIT
AUQ420	P_AUQ	AUQ420-P_AUQ	ear infections or earaches?	Ear Infection	NCIT:C27193	http://purl.obolibrary.org/obo/NCIT_C27193	0.731	NCIT
AUQ430	AUQ_J	AUQ430-AUQ_J	3 or more ear infections?	Ear Infection	NCIT:C27193	http://purl.obolibrary.org/obo/NCIT_C27193	0.793	NCIT
AUQ430	P_AUQ	AUQ430-P_AUQ	3 or more ear infections?	Ear Infection	NCIT:C27193	http://purl.obolibrary.org/obo/NCIT_C27193	0.793	NCIT
AUQ440	AUQ_J	AUQ440-AUQ_J	Special Ed/Early Intervention	Early Intervention	NCIT:C159524	http://purl.obolibrary.org/obo/NCIT_C159524	0.759	NCIT
AUQ440	P_AUQ	AUQ440-P_AUQ	Special Ed/Early Intervention	Early Intervention	NCIT:C159524	http://purl.obolibrary.org/obo/NCIT_C159524	0.759	NCIT
AUQ450A	AUQ_J	AUQ450A-AUQ_J	speech-language	Speech Language Therapy	NCIT:C159273	http://purl.obolibrary.org/obo/NCIT_C159273	0.859	NCIT
AUQ450A	P_AUQ	AUQ450A-P_AUQ	speech-language	Speech Language Therapy	NCIT:C159273	http://purl.obolibrary.org/obo/NCIT_C159273	0.859	NCIT
AUQ450B	AUQ_J	AUQ450B-AUQ_J	reading	Reading	NCIT:C48356	http://purl.obolibrary.org/obo/NCIT_C48356	0.995	NCIT
AUQ450B	P_AUQ	AUQ450B-P_AUQ	reading	Reading	NCIT:C48356	http://purl.obolibrary.org/obo/NCIT_C48356	0.995	NCIT
AUQ450D	AUQ_J	AUQ450D-AUQ_J	intellectual disability	Intellectual Disability	NCIT:C97250	http://purl.obolibrary.org/obo/NCIT_C97250	0.992	NCIT
AUQ450D	P_AUQ	AUQ450D-P_AUQ	intellectual disability	Intellectual Disability	NCIT:C97250	http://purl.obolibrary.org/obo/NCIT_C97250	0.992	NCIT
AUQ450F	AUQ_J	AUQ450F-AUQ_J	other disabilities	Disability	NCIT:C21007	http://purl.obolibrary.org/obo/NCIT_C21007	0.825	NCIT
AUQ450F	P_AUQ	AUQ450F-P_AUQ	other disabilities	Disability	NCIT:C21007	http://purl.obolibrary.org/obo/NCIT_C21007	0.825	NCIT
AUQ490	AUQ_J	AUQ490-AUQ_J	Problem with dizziness lightheadedness	Dizziness	NCIT:C37943	http://purl.obolibrary.org/obo/NCIT_C37943	0.703	NCIT
AUQ490	P_AUQ	AUQ490-P_AUQ	Problem with dizziness lightheadedness	Dizziness	NCIT:C37943	http://purl.obolibrary.org/obo/NCIT_C37943	0.703	NCIT
AUQ550A	AUX_J	AUQ550A-AUX_J	Cold	Cold	NCIT:C62180	http://purl.obolibrary.org/obo/NCIT_C62180	0.978	NCIT
AUQ550A	P_AUX	AUQ550A-P_AUX	Cold	Cold	NCIT:C62180	http://purl.obolibrary.org/obo/NCIT_C62180	0.978	NCIT
AUQ550B	AUX_J	AUQ550B-AUX_J	Runny Nose	Rhinorrhea	NCIT:C54282	http://purl.obolibrary.org/obo/NCIT_C54282	0.994	NCIT
AUQ550B	P_AUX	AUQ550B-P_AUX	Runny Nose	Rhinorrhea	NCIT:C54282	http://purl.obolibrary.org/obo/NCIT_C54282	0.994	NCIT
AUQ550C	AUX_J	AUQ550C-AUX_J	Earache Right Ear	Ear Pain	NCIT:C37944	http://purl.obolibrary.org/obo/NCIT_C37944	0.863	NCIT
AUQ550C	P_AUX	AUQ550C-P_AUX	Earache Right Ear	Ear Pain	NCIT:C37944	http://purl.obolibrary.org/obo/NCIT_C37944	0.863	NCIT
AUQ550D	AUX_J	AUQ550D-AUX_J	Earache Left Ear	Ear Pain	NCIT:C37944	http://purl.obolibrary.org/obo/NCIT_C37944	0.873	NCIT
AUQ550D	P_AUX	AUQ550D-P_AUX	Earache Left Ear	Ear Pain	NCIT:C37944	http://purl.obolibrary.org/obo/NCIT_C37944	0.873	NCIT
AUQ550E	AUX_J	AUQ550E-AUX_J	Earache Both Ears	Ear Pain	NCIT:C37944	http://purl.obolibrary.org/obo/NCIT_C37944	0.763	NCIT
AUQ550E	P_AUX	AUQ550E-P_AUX	Earache Both Ears	Ear Pain	NCIT:C37944	http://purl.obolibrary.org/obo/NCIT_C37944	0.763	NCIT
AUXLOABN	AUX_B	AUXLOABN-AUX_B	Other Exam Abnormality Left Ear	Abnormality	NCIT:C9440	http://purl.obolibrary.org/obo/NCIT_C9440	0.815	NCIT
AUXLOABN	AUX_C	AUXLOABN-AUX_C	Other Exam Abnormality Left Ear	Abnormality	NCIT:C9440	http://purl.obolibrary.org/obo/NCIT_C9440	0.815	NCIT
AUXLOABN	AUX_D	AUXLOABN-AUX_D	Other Exam Abnormality Left Ear	Abnormality	NCIT:C9440	http://purl.obolibrary.org/obo/NCIT_C9440	0.815	NCIT
AUXLOABN	AUX_E	AUXLOABN-AUX_E	Other Exam Abnormality Left Ear	Abnormality	NCIT:C9440	http://purl.obolibrary.org/obo/NCIT_C9440	0.815	NCIT
AUXLOABN	AUX_F	AUXLOABN-AUX_F	Other Exam Abnormality Left Ear	Abnormality	NCIT:C9440	http://purl.obolibrary.org/obo/NCIT_C9440	0.815	NCIT
AUXLOABN	AUX_G	AUXLOABN-AUX_G	Other Exam Abnormality Left Ear	Abnormality	NCIT:C9440	http://purl.obolibrary.org/obo/NCIT_C9440	0.815	NCIT
AUXLOABN	AUX_I	AUXLOABN-AUX_I	Other Exam Abnormality Left Ear	Abnormality	NCIT:C9440	http://purl.obolibrary.org/obo/NCIT_C9440	0.815	NCIT
AUXLOABN	AUX_J	AUXLOABN-AUX_J	Other Exam Abnormality Left Ear	Abnormality	NCIT:C9440	http://purl.obolibrary.org/obo/NCIT_C9440	0.815	NCIT
AUXLOABN	AUX1	AUXLOABN-AUX1	Other Exam Abnormality Left Ear	Abnormality	NCIT:C9440	http://purl.obolibrary.org/obo/NCIT_C9440	0.815	NCIT
AUXLOABN	P_AUX	AUXLOABN-P_AUX	Other Exam Abnormality Left Ear	Abnormality	NCIT:C9440	http://purl.obolibrary.org/obo/NCIT_C9440	0.815	NCIT
AUXLOEXC	AUX_B	AUXLOEXC-AUX_B	Excessive Cerumen Left Ear	Excessive	NCIT:C73992	http://purl.obolibrary.org/obo/NCIT_C73992	0.728	NCIT
AUXLOEXC	AUX_C	AUXLOEXC-AUX_C	Excessive Cerumen Left Ear	Excessive	NCIT:C73992	http://purl.obolibrary.org/obo/NCIT_C73992	0.728	NCIT
AUXLOEXC	AUX_D	AUXLOEXC-AUX_D	Excessive Cerumen Left Ear	Excessive	NCIT:C73992	http://purl.obolibrary.org/obo/NCIT_C73992	0.728	NCIT
AUXLOEXC	AUX_E	AUXLOEXC-AUX_E	Excessive Cerumen Left Ear	Excessive	NCIT:C73992	http://purl.obolibrary.org/obo/NCIT_C73992	0.728	NCIT
AUXLOEXC	AUX_F	AUXLOEXC-AUX_F	Excessive Cerumen Left Ear	Excessive	NCIT:C73992	http://purl.obolibrary.org/obo/NCIT_C73992	0.728	NCIT
AUXLOEXC	AUX_G	AUXLOEXC-AUX_G	Excessive Cerumen Left Ear	Excessive	NCIT:C73992	http://purl.obolibrary.org/obo/NCIT_C73992	0.728	NCIT
AUXLOEXC	AUX_I	AUXLOEXC-AUX_I	Excessive Cerumen Left Ear	Excessive	NCIT:C73992	http://purl.obolibrary.org/obo/NCIT_C73992	0.728	NCIT
AUXLOEXC	AUX_J	AUXLOEXC-AUX_J	Excessive Cerumen Left Ear	Excessive	NCIT:C73992	http://purl.obolibrary.org/obo/NCIT_C73992	0.728	NCIT
AUXLOEXC	AUX1	AUXLOEXC-AUX1	Excessive Cerumen Left Ear	Excessive	NCIT:C73992	http://purl.obolibrary.org/obo/NCIT_C73992	0.728	NCIT
AUXLOEXC	P_AUX	AUXLOEXC-P_AUX	Excessive Cerumen Left Ear	Excessive	NCIT:C73992	http://purl.obolibrary.org/obo/NCIT_C73992	0.728	NCIT
AUXROABN	AUX_B	AUXROABN-AUX_B	Other Exam Abnormality Right Ear	Abnormality	NCIT:C9440	http://purl.obolibrary.org/obo/NCIT_C9440	0.81	NCIT
AUXROABN	AUX_C	AUXROABN-AUX_C	Other Exam Abnormality Right Ear	Abnormality	NCIT:C9440	http://purl.obolibrary.org/obo/NCIT_C9440	0.81	NCIT
AUXROABN	AUX_D	AUXROABN-AUX_D	Other Exam Abnormality Right Ear	Abnormality	NCIT:C9440	http://purl.obolibrary.org/obo/NCIT_C9440	0.81	NCIT
AUXROABN	AUX_E	AUXROABN-AUX_E	Other Exam Abnormality Right Ear	Abnormality	NCIT:C9440	http://purl.obolibrary.org/obo/NCIT_C9440	0.81	NCIT
