Variable,Table,Source Term,Mapped Term Label,Mapped Term CURIE,Mapped Term IRI,Mapping Score,Tags,Ontology
AUXROABN,AUX_J,Other Exam Abnormality Right Ear,Abnormality,NCIT:C9440,http://purl.obolibrary.org/obo/NCIT_C9440,0.8048853094387458,,NCIT
BAAEXCMT,BAX, exam,Medical Examination,NCIT:C25305,http://purl.obolibrary.org/obo/NCIT_C25305,0.9978074452245772,comment,NCIT
BAAEXCMT,BAX_B, exam,Medical Examination,NCIT:C25305,http://purl.obolibrary.org/obo/NCIT_C25305,0.9978074452245772,comment,NCIT
BAAEXCMT,BAX_C, exam,Medical Examination,NCIT:C25305,http://purl.obolibrary.org/obo/NCIT_C25305,0.9978074452245772,comment,NCIT
BAAEXCMT,BAX,chronic bronchitis,chronic bronchitis,EFO:0006505,http://www.ebi.ac.uk/efo/EFO_0006505,0.9866128910195661,,EFO
BAAEXCMT,BAX_B,Transferrin saturation (%),transferrin saturation measurement,EFO:0006333,http://www.ebi.ac.uk/efo/EFO_0006333,0.9179422549405167,,EFO
BAAEXCMT,BAX,Phosphorus (mg),phosphorus added,FOODON:03460223,http://purl.obolibrary.org/obo/FOODON_03460223,0.8586975884851642,,FOODON
BAAEXCMT,BAX_C,Ever told you had angina/angina pectoris,angina pectoris,EFO:0003913,http://www.ebi.ac.uk/efo/EFO_0003913,0.8215001250239662,,EFO
BAQ020B,BAQ,Balance problems,Impaired Balance,NCIT:C122435,http://purl.obolibrary.org/obo/NCIT_C122435,0.9943072520963768,,NCIT
BAQ020B,BAQ_B,Balance problems,Impaired Balance,NCIT:C122435,http://purl.obolibrary.org/obo/NCIT_C122435,0.9943072520963768,,NCIT
BAQ020B,BAQ_C,Balance problems,Impaired Balance,NCIT:C122435,http://purl.obolibrary.org/obo/NCIT_C122435,0.9943072520963768,,NCIT
BAQ020B,BAQ_B,Head Circumference,head circumference,EFO:0005114,http://www.ebi.ac.uk/efo/EFO_0005114,0.9877829494739302,comment,EFO
BAQ020B,BAQ_C,HIV-1,HIV infection,EFO:0000764,http://www.ebi.ac.uk/efo/EFO_0000764,0.9332541208463309,,EFO
BAQ020B,BAQ,Right ABPI,ankle brachial index,EFO:0003912,http://www.ebi.ac.uk/efo/EFO_0003912,0.901425468585411,,EFO
BAQ020B,BAQ,Phosphorus (mg),phosphorus added,FOODON:03460223,http://purl.obolibrary.org/obo/FOODON_03460223,0.8586975884851642,,FOODON
BAQ130,BAX,Feeling dizzy or lightheaded now,Feel Lightheaded or Dizzy,NCIT:C118277,http://purl.obolibrary.org/obo/NCIT_C118277,0.852749094404938,,NCIT
BAQ130,BAX_B,Feeling dizzy or lightheaded now,Feel Lightheaded or Dizzy,NCIT:C118277,http://purl.obolibrary.org/obo/NCIT_C118277,0.852749094404938,,NCIT
BAQ130,BAX_C,Feeling dizzy or lightheaded now,Feel Lightheaded or Dizzy,NCIT:C118277,http://purl.obolibrary.org/obo/NCIT_C118277,0.852749094404938,,NCIT
BAQ130,BAX,For antioxidants,antioxidant (ec),FOODON:03400329,http://purl.obolibrary.org/obo/FOODON_03400329,0.8460153784120222,,FOODON
BAQ130,BAX_B,Prostate specific antigen ratio (%),prostate specific antigen measurement,EFO:0004624,http://www.ebi.ac.uk/efo/EFO_0004624,0.8278807754721305,,EFO
BAQ130,BAX,stomach/duod/peptic ulcer,gastric ulcer,EFO:0009454,http://www.ebi.ac.uk/efo/EFO_0009454,0.8219323509803877,,EFO
BAQ130,BAX_C,Ever told you had chronic bronchitis,chronic bronchitis,EFO:0006505,http://www.ebi.ac.uk/efo/EFO_0006505,0.8110145376157368,,EFO
BHD050,BHQ_D,have bowel movements?,Defecation,NCIT:C62787,http://purl.obolibrary.org/obo/NCIT_C62787,0.8584602061063002,,NCIT
BHD050,BHQ_E,have bowel movements?,Defecation,NCIT:C62787,http://purl.obolibrary.org/obo/NCIT_C62787,0.8584602061063002,,NCIT
BHD050,BHQ_F,have bowel movements?,Defecation,NCIT:C62787,http://purl.obolibrary.org/obo/NCIT_C62787,0.8584602061063002,,NCIT
BIDPFAT,BIX_C,chronic bronchitis,chronic bronchitis,EFO:0006505,http://www.ebi.ac.uk/efo/EFO_0006505,0.9866128910195661,,EFO
BIDPFAT,BIX,thyroid disease,thyroid disease,EFO:1000627,http://www.ebi.ac.uk/efo/EFO_1000627,0.984875281399189,age,EFO
BIDPFAT,BIX_B,congenital heart disease,Congenital Heart Disease,NCIT:C95834,http://purl.obolibrary.org/obo/NCIT_C95834,0.9848300262202866,,NCIT
BIDPFAT,BIX,Theobromine (mg),Theobromine,NCIT:C87684,http://purl.obolibrary.org/obo/NCIT_C87684,0.9493732274113473,,NCIT
BIDPFAT,BIX_B,eat whole grain bread?,whole grain bread,FOODON:00003923,http://purl.obolibrary.org/obo/FOODON_00003923,0.9421820543896637,,FOODON
BIDPFAT,BIX_C,feel not as good as others,As Good as Others,NCIT:C138930,http://purl.obolibrary.org/obo/NCIT_C138930,0.888889059095958,,NCIT
BIDPFAT,BIX,percent body fat,Body Fat Percentage,NCIT:C139218,http://purl.obolibrary.org/obo/NCIT_C139218,0.8804163608333817,,NCIT
BIDPFAT,BIX_B,percent body fat,Body Fat Percentage,NCIT:C139218,http://purl.obolibrary.org/obo/NCIT_C139218,0.8804163608333817,,NCIT
BIDPFAT,BIX_C,percent body fat,Body Fat Percentage,NCIT:C139218,http://purl.obolibrary.org/obo/NCIT_C139218,0.8804163608333817,,NCIT
BIDPFAT,BIX,percent body fat,body fat percentage,EFO:0007800,http://www.ebi.ac.uk/efo/EFO_0007800,0.8711937410685088,,EFO
BIDPFAT,BIX_B,percent body fat,body fat percentage,EFO:0007800,http://www.ebi.ac.uk/efo/EFO_0007800,0.8711937410685088,,EFO
BIDPFAT,BIX_C,percent body fat,body fat percentage,EFO:0007800,http://www.ebi.ac.uk/efo/EFO_0007800,0.8711937410685088,,EFO
BIDPFAT,BIX_C,Phosphorus (mg),phosphorus added,FOODON:03460223,http://purl.obolibrary.org/obo/FOODON_03460223,0.8586975884851642,,FOODON
BIDPFAT,BIX_B,Total prostate specific antigen (ng/mL),prostate specific antigen measurement,EFO:0004624,http://www.ebi.ac.uk/efo/EFO_0004624,0.8277082752263003,,EFO
BIDPFAT,BIX,Phosphorus (mg/dL),phosphorus added,FOODON:03460223,http://purl.obolibrary.org/obo/FOODON_03460223,0.8155812639563746,,FOODON
BIDPFAT,BIX,Magnesium (mg),magnesium added,FOODON:03460774,http://purl.obolibrary.org/obo/FOODON_03460774,0.8128488556087475,,FOODON
BMAAMP,BMX,sea bass,sea bass,FOODON:03412180,http://purl.obolibrary.org/obo/FOODON_03412180,0.9934002401301251,,FOODON
BMAAMP,BMX,Amputations,amputation,EFO:0009632,http://www.ebi.ac.uk/efo/EFO_0009632,0.8843571242823755,,EFO
BMAAMP,BMX,Amputations,Amputation,NCIT:C15179,http://purl.obolibrary.org/obo/NCIT_C15179,0.8836327890069939,,NCIT
BMAAMP,BMX,Iron (mg),Dietary Iron,NCIT:C68256,http://purl.obolibrary.org/obo/NCIT_C68256,0.872076287772396,,NCIT
BMAAMP,BMX,Magnesium (mg),magnesium added,FOODON:03460774,http://purl.obolibrary.org/obo/FOODON_03460774,0.8128488556087475,,FOODON
BMAAMP,BMX,Strong Fear: Animals,animal phobia,EFO:1001876,http://www.ebi.ac.uk/efo/EFO_1001876,0.8103713487788142,,EFO
BMAEXCMT,BMX, exam,Medical Examination,NCIT:C25305,http://purl.obolibrary.org/obo/NCIT_C25305,0.9978074452245772,comment,NCIT
BMAEXCMT,BMX,Phosphorus (mg),phosphorus added,FOODON:03460223,http://purl.obolibrary.org/obo/FOODON_03460223,0.8586975884851642,,FOODON
BMAEXCMT,BMX,Strong Fear: Flying,flying phobia,EFO:1001889,http://www.ebi.ac.uk/efo/EFO_1001889,0.8394690766668985,,EFO
BMDAVSAD,BMX_G,Average Sagittal Abdominal Diameter (cm),Sagittal Abdominal Diameter,NCIT:C87054,http://purl.obolibrary.org/obo/NCIT_C87054,0.8482424807231127,,NCIT
BMDAVSAD,BMX_H,Average Sagittal Abdominal Diameter (cm),Sagittal Abdominal Diameter,NCIT:C87054,http://purl.obolibrary.org/obo/NCIT_C87054,0.8482424807231127,,NCIT
BMDAVSAD,BMX_I,Average Sagittal Abdominal Diameter (cm),Sagittal Abdominal Diameter,NCIT:C87054,http://purl.obolibrary.org/obo/NCIT_C87054,0.8482424807231127,,NCIT
BMDSADCM,BMX_G,Sagittal Abdominal Diameter,Sagittal Abdominal Diameter,NCIT:C87054,http://purl.obolibrary.org/obo/NCIT_C87054,0.9834431562189602,comment,NCIT
BMDSADCM,BMX_H,Sagittal Abdominal Diameter,Sagittal Abdominal Diameter,NCIT:C87054,http://purl.obolibrary.org/obo/NCIT_C87054,0.9834431562189602,comment,NCIT
BMDSADCM,BMX_I,Sagittal Abdominal Diameter,Sagittal Abdominal Diameter,NCIT:C87054,http://purl.obolibrary.org/obo/NCIT_C87054,0.9834431562189602,comment,NCIT
BMIARMC,BMX,shark,shark,FOODON:03411342,http://purl.obolibrary.org/obo/FOODON_03411342,0.9966849457829126,,FOODON
BMIARMC,BMX_I,Bacterial Vaginosis,Bacterial Vaginosis,NCIT:C116973,http://purl.obolibrary.org/obo/NCIT_C116973,0.9935614551821483,,NCIT
BMIARMC,BMX_H,Bromoform,Bromoform,NCIT:C79576,http://purl.obolibrary.org/obo/NCIT_C79576,0.9919080401904279,comment,NCIT
BMIARMC,BMX_C,heart attack,myocardial infarction,EFO:0000612,http://www.ebi.ac.uk/efo/EFO_0000612,0.9873367109230459,age,EFO
BMIARMC,BMX_B,bacterial endocarditis,Bacterial Endocarditis,NCIT:C128359,http://purl.obolibrary.org/obo/NCIT_C128359,0.9872359402556773,,NCIT
BMIARMC,BMX_C,attempt suicide,Suicide Attempt,NCIT:C80111,http://purl.obolibrary.org/obo/NCIT_C80111,0.9856910188623824,,NCIT
BMIARMC,BMX,melanoma,melanoma,EFO:0000756,http://www.ebi.ac.uk/efo/EFO_0000756,0.9552328193528086,age,EFO
BMIARMC,BMX,Magnesium (mg),Dietary Magnesium,NCIT:C68264,http://purl.obolibrary.org/obo/NCIT_C68264,0.9416168721677628,,NCIT
BMIARMC,BMX_B,eat chocolate or candy?,chocolate candy,FOODON:03400288,http://purl.obolibrary.org/obo/FOODON_03400288,0.9392274371928757,,FOODON
BMIARMC,BMX,Arm Circumference,brachial circumference,EFO:0004589,http://www.ebi.ac.uk/efo/EFO_0004589,0.9248178738730306,comment,EFO
BMIARMC,BMX_B,Arm Circumference,brachial circumference,EFO:0004589,http://www.ebi.ac.uk/efo/EFO_0004589,0.9248178738730306,comment,EFO
BMIARMC,BMX_C,Arm Circumference,brachial circumference,EFO:0004589,http://www.ebi.ac.uk/efo/EFO_0004589,0.9248178738730306,comment,EFO
BMIARMC,BMX_D,Arm Circumference,brachial circumference,EFO:0004589,http://www.ebi.ac.uk/efo/EFO_0004589,0.9248178738730306,comment,EFO
BMIARMC,BMX_E,Arm Circumference,brachial circumference,EFO:0004589,http://www.ebi.ac.uk/efo/EFO_0004589,0.9248178738730306,comment,EFO
BMIARMC,BMX_F,Arm Circumference,brachial circumference,EFO:0004589,http://www.ebi.ac.uk/efo/EFO_0004589,0.9248178738730306,comment,EFO
BMIARMC,BMX_G,Arm Circumference,brachial circumference,EFO:0004589,http://www.ebi.ac.uk/efo/EFO_0004589,0.9248178738730306,comment,EFO
BMIARMC,BMX_H,Arm Circumference,brachial circumference,EFO:0004589,http://www.ebi.ac.uk/efo/EFO_0004589,0.9248178738730306,comment,EFO
BMIARMC,BMX_I,Arm Circumference,brachial circumference,EFO:0004589,http://www.ebi.ac.uk/efo/EFO_0004589,0.9248178738730306,comment,EFO
BMIARMC,BMX_J,Arm Circumference,brachial circumference,EFO:0004589,http://www.ebi.ac.uk/efo/EFO_0004589,0.9248178738730306,comment,EFO
BMIARMC,BMX,Arm Circumference,Circumference,NCIT:C64265,http://purl.obolibrary.org/obo/NCIT_C64265,0.9167854159265887,comment,NCIT
BMIARMC,BMX_B,Arm Circumference,Circumference,NCIT:C64265,http://purl.obolibrary.org/obo/NCIT_C64265,0.9167854159265887,comment,NCIT
BMIARMC,BMX_C,Arm Circumference,Circumference,NCIT:C64265,http://purl.obolibrary.org/obo/NCIT_C64265,0.9167854159265887,comment,NCIT
BMIARMC,BMX_D,Arm Circumference,Circumference,NCIT:C64265,http://purl.obolibrary.org/obo/NCIT_C64265,0.9167854159265887,comment,NCIT
BMIARMC,BMX_E,Arm Circumference,Circumference,NCIT:C64265,http://purl.obolibrary.org/obo/NCIT_C64265,0.9167854159265887,comment,NCIT
BMIARMC,BMX_F,Arm Circumference,Circumference,NCIT:C64265,http://purl.obolibrary.org/obo/NCIT_C64265,0.9167854159265887,comment,NCIT
BMIARMC,BMX_G,Arm Circumference,Circumference,NCIT:C64265,http://purl.obolibrary.org/obo/NCIT_C64265,0.9167854159265887,comment,NCIT
BMIARMC,BMX_H,Arm Circumference,Circumference,NCIT:C64265,http://purl.obolibrary.org/obo/NCIT_C64265,0.9167854159265887,comment,NCIT
BMIARMC,BMX_I,Arm Circumference,Circumference,NCIT:C64265,http://purl.obolibrary.org/obo/NCIT_C64265,0.9167854159265887,comment,NCIT
BMIARMC,BMX_J,Arm Circumference,Circumference,NCIT:C64265,http://purl.obolibrary.org/obo/NCIT_C64265,0.9167854159265887,comment,NCIT
BMIARMC,BMX_G,Caffeine (mg),Caffeine Measurement,NCIT:C75346,http://purl.obolibrary.org/obo/NCIT_C75346,0.9146022092210542,,NCIT
BMIARMC,BMX_E,Blood Bromodichloromethane (pg/mL),Bromodichloromethane,NCIT:C44345,http://purl.obolibrary.org/obo/NCIT_C44345,0.8572143444372258,,NCIT
BMIARMC,BMX_D,Folic acid (mcg),Folic Acid Measurement,NCIT:C74676,http://purl.obolibrary.org/obo/NCIT_C74676,0.8526627824994677,,NCIT
BMIARMC,BMX_J,Folic acid (mcg),Folic Acid Measurement,NCIT:C74676,http://purl.obolibrary.org/obo/NCIT_C74676,0.8526627824994677,,NCIT
BMIARMC,BMX,Magnesium (mg),magnesium added,FOODON:03460774,http://purl.obolibrary.org/obo/FOODON_03460774,0.8128488556087475,,FOODON
BMIARMC,BMX_C,Magnesium (mg),magnesium added,FOODON:03460774,http://purl.obolibrary.org/obo/FOODON_03460774,0.8128488556087475,,FOODON
BMIARMC,BMX_B,Free prostate specific antigen (ng/mL),prostate specific antigen measurement,EFO:0004624,http://www.ebi.ac.uk/efo/EFO_0004624,0.803644850572087,,EFO
BMIARMC,BMX_F,Now wearing a hearing aid,Hearing Aid,NCIT:C183182,http://purl.obolibrary.org/obo/NCIT_C183182,0.8016337704699658,,NCIT
BMIHEAD,BMX_C,sweat,Sweat,NCIT:C13280,http://purl.obolibrary.org/obo/NCIT_C13280,0.9972368845406969,,NCIT
BMIHEAD,BMX_F,Balance problems,Impaired Balance,NCIT:C122435,http://purl.obolibrary.org/obo/NCIT_C122435,0.9943072520963768,,NCIT
BMIHEAD,BMX_H,Bromodichloromethane,Bromodichloromethane,NCIT:C44345,http://purl.obolibrary.org/obo/NCIT_C44345,0.993522044339584,comment,NCIT
BMIHEAD,BMX,Head Circumference,Head Circumference,NCIT:C81255,http://purl.obolibrary.org/obo/NCIT_C81255,0.9914580380795375,comment,NCIT
BMIHEAD,BMX_B,Head Circumference,Head Circumference,NCIT:C81255,http://purl.obolibrary.org/obo/NCIT_C81255,0.9914580380795375,comment,NCIT
BMIHEAD,BMX_C,Head Circumference,Head Circumference,NCIT:C81255,http://purl.obolibrary.org/obo/NCIT_C81255,0.9914580380795375,comment,NCIT
BMIHEAD,BMX_D,Head Circumference,Head Circumference,NCIT:C81255,http://purl.obolibrary.org/obo/NCIT_C81255,0.9914580380795375,comment,NCIT
BMIHEAD,BMX_E,Head Circumference,Head Circumference,NCIT:C81255,http://purl.obolibrary.org/obo/NCIT_C81255,0.9914580380795375,comment,NCIT
BMIHEAD,BMX_F,Head Circumference,Head Circumference,NCIT:C81255,http://purl.obolibrary.org/obo/NCIT_C81255,0.9914580380795375,comment,NCIT
BMIHEAD,BMX_G,Head Circumference,Head Circumference,NCIT:C81255,http://purl.obolibrary.org/obo/NCIT_C81255,0.9914580380795375,comment,NCIT
BMIHEAD,BMX_H,Head Circumference,Head Circumference,NCIT:C81255,http://purl.obolibrary.org/obo/NCIT_C81255,0.9914580380795375,comment,NCIT
BMIHEAD,BMX_I,Head Circumference,Head Circumference,NCIT:C81255,http://purl.obolibrary.org/obo/NCIT_C81255,0.9914580380795375,comment,NCIT
BMIHEAD,BMX_J,Head Circumference,Head Circumference,NCIT:C81255,http://purl.obolibrary.org/obo/NCIT_C81255,0.9914580380795375,comment,NCIT
BMIHEAD,BMX_B,rheumatic fever,Rheumatic Fever,NCIT:C34984,http://purl.obolibrary.org/obo/NCIT_C34984,0.9887430117320153,,NCIT
BMIHEAD,BMX_I,Trichomonas Vaginalis,Trichomonas vaginalis Measurement,NCIT:C161403,http://purl.obolibrary.org/obo/NCIT_C161403,0.9885505442544195,,NCIT
BMIHEAD,BMX,diabetes,diabetes mellitus,EFO:0000400,http://www.ebi.ac.uk/efo/EFO_0000400,0.9883578191681102,,EFO
BMIHEAD,BMX,Head Circumference,head circumference,EFO:0005114,http://www.ebi.ac.uk/efo/EFO_0005114,0.9877829494739302,comment,EFO
BMIHEAD,BMX_B,Head Circumference,head circumference,EFO:0005114,http://www.ebi.ac.uk/efo/EFO_0005114,0.9877829494739302,comment,EFO
BMIHEAD,BMX_C,Head Circumference,head circumference,EFO:0005114,http://www.ebi.ac.uk/efo/EFO_0005114,0.9877829494739302,comment,EFO
BMIHEAD,BMX_D,Head Circumference,head circumference,EFO:0005114,http://www.ebi.ac.uk/efo/EFO_0005114,0.9877829494739302,comment,EFO
BMIHEAD,BMX_E,Head Circumference,head circumference,EFO:0005114,http://www.ebi.ac.uk/efo/EFO_0005114,0.9877829494739302,comment,EFO
BMIHEAD,BMX_F,Head Circumference,head circumference,EFO:0005114,http://www.ebi.ac.uk/efo/EFO_0005114,0.9877829494739302,comment,EFO
BMIHEAD,BMX_G,Head Circumference,head circumference,EFO:0005114,http://www.ebi.ac.uk/efo/EFO_0005114,0.9877829494739302,comment,EFO
BMIHEAD,BMX_H,Head Circumference,head circumference,EFO:0005114,http://www.ebi.ac.uk/efo/EFO_0005114,0.9877829494739302,comment,EFO
BMIHEAD,BMX_I,Head Circumference,head circumference,EFO:0005114,http://www.ebi.ac.uk/efo/EFO_0005114,0.9877829494739302,comment,EFO
BMIHEAD,BMX_J,Head Circumference,head circumference,EFO:0005114,http://www.ebi.ac.uk/efo/EFO_0005114,0.9877829494739302,comment,EFO
BMIHEAD,BMX,trout,trout,FOODON:03411258,http://purl.obolibrary.org/obo/FOODON_03411258,0.9757491005747221,,FOODON
BMIHEAD,BMX_C,a stroke,stroke,EFO:0000712,http://www.ebi.ac.uk/efo/EFO_0000712,0.9286643762757216,age,EFO
BMIHEAD,BMX_B,eat ice cream?,ice cream food product,FOODON:00001045,http://purl.obolibrary.org/obo/FOODON_00001045,0.9230565478283899,,FOODON
BMIHEAD,BMX_G,Calcium (mg),Dietary Calcium,NCIT:C68241,http://purl.obolibrary.org/obo/NCIT_C68241,0.9128705731375841,,NCIT
BMIHEAD,BMX,Total monounsaturated fatty acids (gm),Monounsaturated Fatty Acid,NCIT:C68392,http://purl.obolibrary.org/obo/NCIT_C68392,0.8810650047697833,,NCIT
BMIHEAD,BMX_D,Food folate (mcg),Naturally Occurring Folate,NCIT:C68512,http://purl.obolibrary.org/obo/NCIT_C68512,0.8752873580573804,,NCIT
BMIHEAD,BMX_J,Food folate (mcg),Naturally Occurring Folate,NCIT:C68512,http://purl.obolibrary.org/obo/NCIT_C68512,0.8752873580573804,,NCIT
BMIHEAD,BMX_E,Blood Carbon Tetrachloride (ng/mL),Carbon Tetrachloride,NCIT:C44350,http://purl.obolibrary.org/obo/NCIT_C44350,0.8627357417669431,,NCIT
BMIHEAD,BMX,Phosphorus (mg),phosphorus added,FOODON:03460223,http://purl.obolibrary.org/obo/FOODON_03460223,0.8586975884851642,,FOODON
BMIHEAD,BMX_C,Phosphorus (mg),phosphorus added,FOODON:03460223,http://purl.obolibrary.org/obo/FOODON_03460223,0.8586975884851642,,FOODON
BMIHEAD,BMX_B,Blood urea nitrogen (mmol/L),blood urea nitrogen measurement,EFO:0004741,http://www.ebi.ac.uk/efo/EFO_0004741,0.811524933314576,,EFO
BMIHIP,BMX_J,Hip Circumference,Hip Circumference,NCIT:C100947,http://purl.obolibrary.org/obo/NCIT_C100947,0.9916325096348123,comment,NCIT
BMIHIP,BMX_J,Hip Circumference,hip circumference,EFO:0005093,http://www.ebi.ac.uk/efo/EFO_0005093,0.9906860113605572,comment,EFO
BMIHIP,BMX_J,Dietary fiber (gm),Dietary Fiber,NCIT:C68492,http://purl.obolibrary.org/obo/NCIT_C68492,0.9422678057267244,,NCIT
BMISUB,BMX_C,emphysema,emphysema,EFO:0000464,http://www.ebi.ac.uk/efo/EFO_0000464,0.9844030493928917,age,EFO
BMISUB,BMX_B,Aspartate aminotransferase AST (U/L),aspartate aminotransferase measurement,EFO:0004736,http://www.ebi.ac.uk/efo/EFO_0004736,0.8745777724772917,,EFO
BMISUB,BMX,benign enlargement,benign prostatic hyperplasia,EFO:0000284,http://www.ebi.ac.uk/efo/EFO_0000284,0.8441604037410724,age,EFO
BMISUB,BMX,# of times other shellfish eaten,shellfish,FOODON:03411433,http://purl.obolibrary.org/obo/FOODON_03411433,0.821579526889731,,FOODON
BMISUB,BMX,Subscapular Skinfold,Subscapular Skinfold Thickness,NCIT:C98785,http://purl.obolibrary.org/obo/NCIT_C98785,0.8005010050937537,comment,NCIT
BMISUB,BMX_B,Subscapular Skinfold,Subscapular Skinfold Thickness,NCIT:C98785,http://purl.obolibrary.org/obo/NCIT_C98785,0.8005010050937537,comment,NCIT
BMISUB,BMX_C,Subscapular Skinfold,Subscapular Skinfold Thickness,NCIT:C98785,http://purl.obolibrary.org/obo/NCIT_C98785,0.8005010050937537,comment,NCIT
BMISUB,BMX_D,Subscapular Skinfold,Subscapular Skinfold Thickness,NCIT:C98785,http://purl.obolibrary.org/obo/NCIT_C98785,0.8005010050937537,comment,NCIT
BMISUB,BMX_E,Subscapular Skinfold,Subscapular Skinfold Thickness,NCIT:C98785,http://purl.obolibrary.org/obo/NCIT_C98785,0.8005010050937537,comment,NCIT
BMISUB,BMX_F,Subscapular Skinfold,Subscapular Skinfold Thickness,NCIT:C98785,http://purl.obolibrary.org/obo/NCIT_C98785,0.8005010050937537,comment,NCIT
BMITHICR,BMX_C,chronic bronchitis,chronic bronchitis,EFO:0006505,http://www.ebi.ac.uk/efo/EFO_0006505,0.9866128910195661,,EFO
BMITHICR,BMX,Thigh Circumference,Circumference,NCIT:C64265,http://purl.obolibrary.org/obo/NCIT_C64265,0.8682172906428709,comment,NCIT
BMITHICR,BMX_B,Thigh Circumference,Circumference,NCIT:C64265,http://purl.obolibrary.org/obo/NCIT_C64265,0.8682172906428709,comment,NCIT
BMITHICR,BMX_C,Thigh Circumference,Circumference,NCIT:C64265,http://purl.obolibrary.org/obo/NCIT_C64265,0.8682172906428709,comment,NCIT
BMITHICR,BMX_D,Thigh Circumference,Circumference,NCIT:C64265,http://purl.obolibrary.org/obo/NCIT_C64265,0.8682172906428709,comment,NCIT
BMITHICR,BMX,Told have attention deficit disorder,attention deficit hyperactivity disorder,EFO:0003888,http://www.ebi.ac.uk/efo/EFO_0003888,0.8566420580821771,,EFO
BMITHICR,BMX_B,Alanine aminotransferase ALT (U/L),serum alanine aminotransferase measurement,EFO:0004735,http://www.ebi.ac.uk/efo/EFO_0004735,0.8460799661767852,,EFO
BMITHICR,BMX,High fiber diet,high fiber food,FOODON:03510048,http://purl.obolibrary.org/obo/FOODON_03510048,0.8134721973351701,,FOODON
BMIWAIST,BMX_C,have dry mouth,Have Dry Mouth,NCIT:C104937,http://purl.obolibrary.org/obo/NCIT_C104937,0.992494682361077,,NCIT
BMIWAIST,BMX,Waist Circumference,Waist Circumference,NCIT:C100948,http://purl.obolibrary.org/obo/NCIT_C100948,0.9921062336783804,comment,NCIT
BMIWAIST,BMX_B,Waist Circumference,Waist Circumference,NCIT:C100948,http://purl.obolibrary.org/obo/NCIT_C100948,0.9921062336783804,comment,NCIT
BMIWAIST,BMX_C,Waist Circumference,Waist Circumference,NCIT:C100948,http://purl.obolibrary.org/obo/NCIT_C100948,0.9921062336783804,comment,NCIT
BMIWAIST,BMX_D,Waist Circumference,Waist Circumference,NCIT:C100948,http://purl.obolibrary.org/obo/NCIT_C100948,0.9921062336783804,comment,NCIT
BMIWAIST,BMX_E,Waist Circumference,Waist Circumference,NCIT:C100948,http://purl.obolibrary.org/obo/NCIT_C100948,0.9921062336783804,comment,NCIT
BMIWAIST,BMX_F,Waist Circumference,Waist Circumference,NCIT:C100948,http://purl.obolibrary.org/obo/NCIT_C100948,0.9921062336783804,comment,NCIT
BMIWAIST,BMX_G,Waist Circumference,Waist Circumference,NCIT:C100948,http://purl.obolibrary.org/obo/NCIT_C100948,0.9921062336783804,comment,NCIT
BMIWAIST,BMX_H,Waist Circumference,Waist Circumference,NCIT:C100948,http://purl.obolibrary.org/obo/NCIT_C100948,0.9921062336783804,comment,NCIT
BMIWAIST,BMX_I,Waist Circumference,Waist Circumference,NCIT:C100948,http://purl.obolibrary.org/obo/NCIT_C100948,0.9921062336783804,comment,NCIT
BMIWAIST,BMX_J,Waist Circumference,Waist Circumference,NCIT:C100948,http://purl.obolibrary.org/obo/NCIT_C100948,0.9921062336783804,comment,NCIT
BMIWAIST,BMX,chickenpox,chickenpox,EFO:0007204,http://www.ebi.ac.uk/efo/EFO_0007204,0.9905444769886559,,EFO
BMIWAIST,BMX_H,Benzene,Benzene,NCIT:C302,http://purl.obolibrary.org/obo/NCIT_C302,0.9899312925933994,comment,NCIT
BMIWAIST,BMX,Waist Circumference,waist circumference,EFO:0004342,http://www.ebi.ac.uk/efo/EFO_0004342,0.9886483271881609,comment,EFO
BMIWAIST,BMX_B,Waist Circumference,waist circumference,EFO:0004342,http://www.ebi.ac.uk/efo/EFO_0004342,0.9886483271881609,comment,EFO
BMIWAIST,BMX_C,Waist Circumference,waist circumference,EFO:0004342,http://www.ebi.ac.uk/efo/EFO_0004342,0.9886483271881609,comment,EFO
BMIWAIST,BMX_D,Waist Circumference,waist circumference,EFO:0004342,http://www.ebi.ac.uk/efo/EFO_0004342,0.9886483271881609,comment,EFO
