"Table"	"TableName"	"BeginYear"	"EndYear"	"DataGroup"	"UseConstraints"	"DocFile"	"DataFile"	"DatePublished"
"ECQ"	"Early Childhood"	"1999"	"2000"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/ECQ.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/ECQ.XPT"	"June 2002"
"FSQ"	"Food Security"	"1999"	"2000"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/FSQ.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/FSQ.XPT"	"November 2004"
"HIQ"	"Health Insurance"	"1999"	"2000"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/HIQ.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/HIQ.XPT"	"July 2004"
"HUQ"	"Hospital Utilization & Access to Care"	"1999"	"2000"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/HUQ.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/HUQ.XPT"	"June 2002"
"HOQ"	"Housing Characteristics"	"1999"	"2000"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/HOQ.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/HOQ.XPT"	"July 2004"
"IMQ"	"Immunization"	"1999"	"2000"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/IMQ.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/IMQ.XPT"	"June 2002"
"KIQ"	"Kidney Conditions"	"1999"	"2000"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/KIQ.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/KIQ.XPT"	"June 2002"
"MCQ"	"Medical Conditions"	"1999"	"2000"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/MCQ.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/MCQ.XPT"	"Updated August 2006"
"MPQ"	"Miscellaneous Pain"	"1999"	"2000"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/MPQ.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/MPQ.XPT"	"June 2002"
"OCQ"	"Occupation"	"1999"	"2000"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/OCQ.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/OCQ.XPT"	"January 2008"
"OHQ"	"Oral Health"	"1999"	"2000"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/OHQ.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/OHQ.XPT"	"January 2004"
"OSQ"	"Osteoporosis"	"1999"	"2000"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/OSQ.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/OSQ.XPT"	"Updated August 2006"
"RXQ_ANA"	"Analgesic Pain Relievers"	"1999"	"2000"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/RXQ_ANA.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/RXQ_ANA.XPT"	"June 2002"
"PUQ"	"Pesticide Use"	"1999"	"2000"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/PUQ.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/PUQ.XPT"	"July 2004"
"PAQ"	"Physical Activity"	"1999"	"2000"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/PAQ.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/PAQ.XPT"	"Updated September 2004"
"PAQIAF"	"Physical Activity - Individual Activities"	"1999"	"2000"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/PAQIAF.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/PAQIAF.XPT"	"Updated September 2004"
"PFQ"	"Physical Functioning"	"1999"	"2000"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/PFQ.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/PFQ.XPT"	"June 2002"
"RHQ"	"Reproductive Health"	"1999"	"2000"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/RHQ.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/RHQ.XPT"	"Updated September 2004"
"RDQ"	"Respiratory Health"	"1999"	"2000"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/RDQ.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/RDQ.XPT"	"June 2002"
"SXQ"	"Sexual Behavior"	"1999"	"2000"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/SXQ.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/SXQ.XPT"	"June 2002"
"SMQMEC"	"Smoking - Adult Recent Tobacco Use & Youth Cigarette/Tobacco Use"	"1999"	"2000"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/SMQMEC.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/SMQMEC.XPT"	"June 2002"
"SMQ"	"Smoking - Cigarette/Tobacco Use - Adult"	"1999"	"2000"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/SMQ.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/SMQ.XPT"	"Updated February 2003"
"SSQ"	"Social Support"	"1999"	"2000"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/SSQ.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/SSQ.XPT"	"June 2002"
"TBQ"	"Tuberculosis"	"1999"	"2000"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/TBQ.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/TBQ.XPT"	"June 2002"
"VIQ"	"Vision"	"1999"	"2000"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/VIQ.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/VIQ.XPT"	"February 2005"
"WHQ"	"Weight History"	"1999"	"2000"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/WHQ.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/WHQ.XPT"	"June 2002"
"YCQ"	"Mental Health - Conduct Disorder - Youth"	"1999"	"2000"	"Questionnaire"	"RDC Only"	"https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/YCQ.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/YCQ.XPT"	
"SMQFAM"	"Smoking - Household Smokers"	"1999"	"2000"	"Questionnaire"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/SMQFAM.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/SMQFAM.XPT"	"Updated July 2004"
"SXQYTH"	"Sexual Behavior - Youth"	"1999"	"2000"	"Questionnaire"	"RDC Only"	"https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/SXQYTH.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/SXQYTH.XPT"	
"DEMO_B"	"Demographic Variables & Sample Weights"	"2001"	"2002"	"Demographics"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/DEMO_B.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/DEMO_B.XPT"	"Updated September 2009"
"DRXTOT_B"	"Dietary Interview - Total Nutrient Intakes"	"2001"	"2002"	"Dietary"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/DRXTOT_B.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/DRXTOT_B.XPT"	"Updated July 2010"
"DRXIFF_B"	"Dietary Interview - Individual Foods"	"2001"	"2002"	"Dietary"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/DRXIFF_B.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/DRXIFF_B.XPT"	"Updated July 2010"
"DSQ1_B"	"Dietary Supplement Use 30-Day - File 1, Supplement Counts"	"2001"	"2002"	"Dietary"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/DSQ1_B.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/DSQ1_B.XPT"	"Updated October 2005"
"DSQ2_B"	"Dietary Supplement Use 30-Day - File 2, Participant's Use of Supplements"	"2001"	"2002"	"Dietary"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/DSQ2_B.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/DSQ2_B.XPT"	"Updated October 2005"
"DXX_2_B"	"Dual-Energy X-ray Absorptiometry - Whole Body, Second Exam"	"2001"	"2002"	"Examination"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/DXX_2_B.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/DXX_2_B.XPT"	"June 2010"
"AUX_B"	"Audiometry"	"2001"	"2002"	"Examination"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/AUX_B.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/AUX_B.XPT"	"June 2005"
"AUXTYM_B"	"Audiometry - Tympanometry"	"2001"	"2002"	"Examination"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/AUXTYM_B.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/AUXTYM_B.XPT"	"February 2006"
"BAX_B"	"Balance"	"2001"	"2002"	"Examination"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/BAX_B.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/BAX_B.XPT"	"February 2005"
"BIX_B"	"Bioelectrical Impedance Analysis"	"2001"	"2002"	"Examination"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/BIX_B.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/BIX_B.XPT"	"Updated December 2009"
"BMX_B"	"Body Measures"	"2001"	"2002"	"Examination"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/BMX_B.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/BMX_B.XPT"	"May 2004"
"BPX_B"	"Blood Pressure"	"2001"	"2002"	"Examination"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/BPX_B.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/BPX_B.XPT"	"May 2004"
"CVX_B"	"Cardiovascular Fitness"	"2001"	"2002"	"Examination"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/CVX_B.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/CVX_B.XPT"	"June 2004"
"LEXPN_B"	"Lower Extremity Disease - Peripheral Neuropathy"	"2001"	"2002"	"Examination"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/LEXPN_B.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/LEXPN_B.XPT"	"May 2004"
"MSX_B"	"Muscle Strength"	"2001"	"2002"	"Examination"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/MSX_B.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/MSX_B.XPT"	"January 2004"
"OHXDEN_B"	"Oral Health - Dentition"	"2001"	"2002"	"Examination"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/OHXDEN_B.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/OHXDEN_B.XPT"	"Updated June 2006"
"OHXPRL_B"	"Oral Health - Periodontal/Lower"	"2001"	"2002"	"Examination"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/OHXPRL_B.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/OHXPRL_B.XPT"	"Updated June 2005"
"OHXPRU_B"	"Oral Health - Periodontal/Upper"	"2001"	"2002"	"Examination"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/OHXPRU_B.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/OHXPRU_B.XPT"	"Updated June 2005"
"OHXREF_B"	"Oral Health - Recommendation of Care"	"2001"	"2002"	"Examination"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/OHXREF_B.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/OHXREF_B.XPT"	"Updated May 2006"
"VIX_B"	"Vision"	"2001"	"2002"	"Examination"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/VIX_B.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/VIX_B.XPT"	"February 2005"
"LEXAB_B"	"Lower Extremity Disease - Ankle Brachial Blood Pressure Index"	"2001"	"2002"	"Examination"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/LEXAB_B.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/LEXAB_B.XPT"	"May 2004"
"AUXAR_B"	"Audiometry - Acoustic Reflex"	"2001"	"2002"	"Examination"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/AUXAR_B.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/AUXAR_B.XPT"	"January 2015"
"SSCHL_B"	"Sex Steroid Hormone - Men (Surplus)"	"2001"	"2002"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/SSCHL_B.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/SSCHL_B.XPT"	"Updated April 2022"
"SSFOL_B"	"Folic Acid - Unmetabolized (Surplus)"	"2001"	"2002"	"Laboratory"	"RDC Only"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/SSFOL_B.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/SSFOL_B.XPT"	
"l13_b"	"Cholesterol - Total & HDL"	"2001"	"2002"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/l13_b.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/l13_b.XPT"	
"l11p_2_b"	"Prostate-specific Antigen (PSA), Second Exam"	"2001"	"2002"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/l11p_2_b.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/l11p_2_b.XPT"	
"L11_2_b"	"C-Reactive Protein & Others, Second Exam"	"2001"	"2002"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/L11_2_b.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/L11_2_b.XPT"	
"l09rdc_b"	"Herpes Simplex Virus Type-2 - Youth"	"2001"	"2002"	"Laboratory"	"RDC Only"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/l09rdc_b.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/l09rdc_b.XPT"	
"l09_b"	"Herpes Simplex Virus Type-1 & Type-2"	"2001"	"2002"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/l09_b.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/l09_b.XPT"	
"l13_2_b"	"Cholesterol - Total, HDL, LDL  & Triglycerides, Second Exam"	"2001"	"2002"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/l13_2_b.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/l13_2_b.XPT"	
"L19_2_B"	"Measles, Rubella, & Varicella, Second Exam"	"2001"	"2002"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/L19_2_B.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/L19_2_B.XPT"	"September 2010"
"L16_2_B"	"Creatinine & Albumin - Urine, Second Exam"	"2001"	"2002"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/L16_2_B.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/L16_2_B.XPT"	"September 2010"
"l25_2_b"	"Complete Blood Count with 5-part Differential - Whole Blood, Second Exam"	"2001"	"2002"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/l25_2_b.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/l25_2_b.XPT"	
"l39_2_b"	"Erythrocyte Protoporphyrin"	"2001"	"2002"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/l39_2_b.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/l39_2_b.XPT"	
"VIT_2_B"	"Vitamin A, Vitamin E, & Carotenoids, Second Exam"	"2001"	"2002"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/VIT_2_B.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/VIT_2_B.XPT"	"August 2010"
"L02_B"	"Hepatitis B: Core Antibody & Surface Antigen; Hepatitis C: Confirmed Antibody & RNA (HCV-RNA); Hepatitis D Antibody"	"2001"	"2002"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/L02_B.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/L02_B.XPT"	"Updated November 2010"
"l34_b"	"Bacterial vaginosis (BV) & Trichomonas vaginalis"	"2001"	"2002"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/l34_b.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/l34_b.XPT"	
"l34_b_r"	"Bacterial vaginosis (BV) & Trichomonas vaginalis - Youth"	"2001"	"2002"	"Laboratory"	"RDC Only"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/l34_b_r.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/l34_b_r.XPT"	
"SSCYST_B"	"Cystatin C (Surplus)"	"2001"	"2002"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/SSCYST_B.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/SSCYST_B.XPT"	"Updated April 2022"
"SSHSV1_B"	"Herpes Simplex Virus Type-1 (Surplus)"	"2001"	"2002"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/SSHSV1_B.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/SSHSV1_B.XPT"	"Updated April 2022"
"SSMUMP_B"	"Mumps Antibody - Serum (Surplus)"	"2001"	"2002"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/SSMUMP_B.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/SSMUMP_B.XPT"	"Updated April 2022"
"SSNO3P_B"	"Perchlorate, Nitrate & Thiocyanate - Urine (Surplus)"	"2001"	"2002"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/SSNO3P_B.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/SSNO3P_B.XPT"	"Updated April 2022"
"SSTFR_B"	"Transferrin Receptor - Pregnant Women (Surplus)"	"2001"	"2002"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/SSTFR_B.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/SSTFR_B.XPT"	"Updated April 2022"
"SSVARI_B"	"Varicella-Zoster Virus Antibody (Surplus)"	"2001"	"2002"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/SSVARI_B.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/SSVARI_B.XPT"	"March 2009"
"PH_B"	"Fasting Questionnaire"	"2001"	"2002"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/PH_B.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/PH_B.XPT"	"December 2005"
"PHPYPA_B"	"Phthalates, Phytoestrogens & PAHs - Urine"	"2001"	"2002"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/PHPYPA_B.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/PHPYPA_B.XPT"	"Updated January 2012"
"UC_B"	"Pregnancy Test - Urine"	"2001"	"2002"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/UC_B.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/UC_B.XPT"	"September 2003"
"L02HBS_B"	"Hepatitis B Surface Antibody"	"2001"	"2002"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/L02HBS_B.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/L02HBS_B.XPT"	"Updated June 2008"
"L02HPA_B"	"Hepatitis A Antibody"	"2001"	"2002"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/L02HPA_B.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/L02HPA_B.XPT"	"March 2008"
"L03_B"	"HIV Antibody Test, CD4+ T Lymphocytes & CD8+ T Cells"	"2001"	"2002"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/L03_B.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/L03_B.XPT"	"Updated August 2006"
"L04VOC_B"	"Volatile Organic Compounds - Blood & Water"	"2001"	"2002"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/L04VOC_B.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/L04VOC_B.XPT"	"Updated February 2019"
"L05_B"	"Chlamydia & Gonorrhea - Urine"	"2001"	"2002"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/L05_B.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/L05_B.XPT"	"May 2004"
"L06_B"	"Cadmium, Lead, Mercury, Cotinine & Nutritional Biochemistries"	"2001"	"2002"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/L06_B.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/L06_B.XPT"	"Updated May 2007"
"L06VIT_B"	"Vitamin A, Vitamin E & Carotenoids"	"2001"	"2002"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/L06VIT_B.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/L06VIT_B.XPT"	"October 2007"
"L06VID_B"	"Vitamin D"	"2001"	"2002"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/L06VID_B.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/L06VID_B.XPT"	
"L06UIO_B"	"Iodine - Urine"	"2001"	"2002"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/L06UIO_B.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/L06UIO_B.XPT"	"September 2004"
"L06HM_B"	"Metals - Urine"	"2001"	"2002"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/L06HM_B.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/L06HM_B.XPT"	"Updated September 2023"
"L10_B"	"Glycohemoglobin"	"2001"	"2002"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/L10_B.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/L10_B.XPT"	"Updated March 2012"
"L10AM_B"	"Plasma Fasting Glucose, Serum C-peptide & Insulin"	"2001"	"2002"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/L10AM_B.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/L10AM_B.XPT"	"Updated March 2007"
"L11_B"	"C-Reactive protein (CRP), Fibrinogen, Bone Alkaline Phosphatase & Urinary N-telopeptides"	"2001"	"2002"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/L11_B.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/L11_B.XPT"	"Updated June 2007"
"L11PSA_B"	"Prostate specific antigen (PSA)"	"2001"	"2002"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/L11PSA_B.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/L11PSA_B.XPT"	"Updated May 2004"
"L13AM_B"	"Cholesterol - LDL & Triglycerides"	"2001"	"2002"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/L13AM_B.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/L13AM_B.XPT"	"Updated March 2007"
"L16_B"	"Albumin & Creatinine - Urine"	"2001"	"2002"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/L16_B.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/L16_B.XPT"	"Updated May 2004"
"L17_B"	"Toxoplasma (IgG), Toxoplasma (IgM),Toxoplasma (Dye),Toxoplasma Differential Agglutination, & Toxoplasma (Avidity)"	"2001"	"2002"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/L17_B.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/L17_B.XPT"	"December 2005"
"L19_B"	"Measles, Rubella, & Varicella"	"2001"	"2002"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/L19_B.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/L19_B.XPT"	"Updated April 2006"
"L20_B"	"Lead - Dust"	"2001"	"2002"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/L20_B.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/L20_B.XPT"	"June 2006"
"L25_B"	"Complete Blood Count with 5-part Differential - Whole Blood"	"2001"	"2002"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/L25_B.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/L25_B.XPT"	"Updated August 2007"
"l26PP_B"	"Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites)"	"2001"	"2002"	"Laboratory"	"None"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/l26PP_B.htm"	"https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/l26PP_B.XPT"	
